participantId,trialId,trialOrder,responseId,status,percentComplete,instruction,responsePrompt,answer
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Red 3","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","45"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Red 2","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","65"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Red 1","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","45"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Red 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","No"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","No"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Green 2","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Blue 2","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","95"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Blue 3","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","15"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Green 3","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","90"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Green 4","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","65"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Blue 4","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","75"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Blue 1","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","55"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Green 1","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","97"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Red 2","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Red 4","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","65"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Red 1","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","Red 3","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"7f4eb117-892d-434e-ba09-e0ce37e4181d","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"80c3c987-1c88-4933-add5-c70505222200","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"80cf2506-8a01-44ca-ab74-acc6834a6b0b","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[""Study Tasks""]"
"825173bc-733c-4dd3-a160-5d8d30339f8f","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"853e4aaf-276a-4d12-9889-a7aab8025d77","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"89ab5aa7-d816-40ca-8bbc-b7aa3663ca0a","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"8c485bde-3fd8-4d9e-8c8d-a7fb5280b05b","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"8eabd488-3d10-4333-a58f-01930ef54359","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"8eabd488-3d10-4333-a58f-01930ef54359","Blue 1","2","html-response","completed","53.33","What percentage is the lighter value relative to the darker one?","Answer:","60"
"8eabd488-3d10-4333-a58f-01930ef54359","Green 4","3","html-response","completed","53.33","What percentage is the lighter value relative to the darker one?","Answer:","48"
"8eabd488-3d10-4333-a58f-01930ef54359","Green 3","4","html-response","completed","53.33","What percentage is the lighter value relative to the darker one?","Answer:","33"
"8eabd488-3d10-4333-a58f-01930ef54359","Blue 3","5","html-response","completed","53.33","What percentage is the lighter value relative to the darker one?","Answer:","67"
"8eabd488-3d10-4333-a58f-01930ef54359","Green 2","6","html-response","completed","53.33","What percentage is the lighter value relative to the darker one?","Answer:","52"
"8eabd488-3d10-4333-a58f-01930ef54359","survey","14","surveyExperience","completed","53.33","undefined","Did you experience any problems with our tool?","I think the presence of several unmarked balls with no legend makes this an unnecessarily confusing study task for participants.

Also, requiring the submission of data as a an already performed division when instructed to think of the numbers as different percents relative to some absolute (which is at 50% brightness? that's never specified)."
"8eabd488-3d10-4333-a58f-01930ef54359","survey","14","surveyRenderIssues","completed","53.33","undefined","Did anything not render or display properly?","As far as I am aware it all displayed properly."
"8eabd488-3d10-4333-a58f-01930ef54359","survey","14","surveyOtherIssues","completed","53.33","undefined","Any other issues or anything you would like to tell us?","Maybe adding a gamma calibration bar to be taken as the first study test question to normalize all answers would ensure better quality of results."
"92df58e9-4a50-4955-ba6b-56f4ec550245","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Blue 2","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","5"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Blue 4","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","15"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Blue 3","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Blue 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Green 2","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Green 1","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","5"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Green 3","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","10"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Green 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Red 1","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Red 2","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Red 3","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"92df58e9-4a50-4955-ba6b-56f4ec550245","Red 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"92df58e9-4a50-4955-ba6b-56f4ec550245","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","N/A"
"92df58e9-4a50-4955-ba6b-56f4ec550245","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","N/A"
"92df58e9-4a50-4955-ba6b-56f4ec550245","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","N/A"
"9b45a09f-e286-4f27-9431-f066fdfe151b","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Red 2","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Green 1","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","14"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Blue 3","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","63"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Red 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","22"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Red 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","31"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Green 2","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","51"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Blue 2","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","8"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Red 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","16"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Green 4","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","29"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Green 3","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","11"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Blue 4","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","33"
"9b45a09f-e286-4f27-9431-f066fdfe151b","Blue 1","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","54"
"9b45a09f-e286-4f27-9431-f066fdfe151b","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No"
"9b45a09f-e286-4f27-9431-f066fdfe151b","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","No"
"9b45a09f-e286-4f27-9431-f066fdfe151b","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","Your instructions/examples are misleading. The wording combined with the number values assigned to the example colors don't help at all with understanding the actual task. Remove the number values given to the example colors, and just say, if the darker color is the goal, what percentage of the way there is the lighter color. Giving the examples number values makes the user ask the question, well what color would 100 be? How do I determine the number values of the colors in the actual questions? When in reality, the number values of the colors in the questions don't mater at all, just the percentage of how far along the lighter color is to becoming as dark as the darker one."
"a64a421a-3b5b-4173-8464-0d8fd4e41e23","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"a6556728-f031-4179-9921-b83705441b26","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"a84f6e9b-3171-4fd9-9138-832d5b82a809","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Red 1","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Blue 2","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","12"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Red 2","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","34"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Blue 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","41"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Blue 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Red 3","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","29"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Blue 4","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Green 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","18"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Red 4","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","12"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Green 1","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Green 2","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","Green 3","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","29"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"aab7e9a7-8a6e-42ca-8908-36c634a7c25c","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Blue 1","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Blue 3","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Blue 4","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Red 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Red 2","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Red 4","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Red 3","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Blue 2","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Green 1","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","70"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Green 2","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Green 3","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","Green 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","No"
"b898133d-2593-4c5f-bcd1-dcebbd6f7b26","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","No"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Red 4","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","12"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Blue 4","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","32"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Red 1","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","24"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Red 3","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","22"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Blue 2","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","10"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Blue 1","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","24"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Red 2","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","39"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Green 1","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","15"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Green 4","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","15"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Green 2","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","44"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Green 3","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","14"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","Blue 3","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","55"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No I did not"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","No!"
"bc90bc21-fc8f-4dd2-9ee8-e36b5f9f7a6e","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","No, this was a very cool program!"
"be183b47-5597-46b7-9940-32460196acd1","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"be43f335-608e-4663-bea9-28163d945340","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"be43f335-608e-4663-bea9-28163d945340","Blue 3","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"be43f335-608e-4663-bea9-28163d945340","Blue 1","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"be43f335-608e-4663-bea9-28163d945340","Blue 2","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"be43f335-608e-4663-bea9-28163d945340","Blue 4","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"be43f335-608e-4663-bea9-28163d945340","Green 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"be43f335-608e-4663-bea9-28163d945340","Green 1","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"be43f335-608e-4663-bea9-28163d945340","Green 2","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"be43f335-608e-4663-bea9-28163d945340","Green 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"be43f335-608e-4663-bea9-28163d945340","Red 3","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","66"
"be43f335-608e-4663-bea9-28163d945340","Red 4","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","66"
"be43f335-608e-4663-bea9-28163d945340","Red 1","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","67"
"be43f335-608e-4663-bea9-28163d945340","Red 2","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","67"
"be43f335-608e-4663-bea9-28163d945340","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"be43f335-608e-4663-bea9-28163d945340","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"be43f335-608e-4663-bea9-28163d945340","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"cafce016-6a79-4ce9-948b-caeeae4e0949","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Red 2","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Blue 1","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Blue 2","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Red 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Blue 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Red 3","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Red 4","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Green 3","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","68"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Blue 4","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Green 1","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","90"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Green 4","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","70"
"cafce016-6a79-4ce9-948b-caeeae4e0949","Green 2","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"cafce016-6a79-4ce9-948b-caeeae4e0949","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No"
"cafce016-6a79-4ce9-948b-caeeae4e0949","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","No"
"cafce016-6a79-4ce9-948b-caeeae4e0949","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","No"
"d65392fb-be1e-45d0-a111-312556d5d97a","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"d65392fb-be1e-45d0-a111-312556d5d97a","Red 1","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"d65392fb-be1e-45d0-a111-312556d5d97a","Green 1","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","12"
"d65392fb-be1e-45d0-a111-312556d5d97a","Green 3","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","37"
"d65392fb-be1e-45d0-a111-312556d5d97a","Red 2","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"d65392fb-be1e-45d0-a111-312556d5d97a","Red 4","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"d65392fb-be1e-45d0-a111-312556d5d97a","Red 3","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","70"
"d65392fb-be1e-45d0-a111-312556d5d97a","Green 4","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"d65392fb-be1e-45d0-a111-312556d5d97a","Blue 1","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"d65392fb-be1e-45d0-a111-312556d5d97a","Green 2","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","70"
"d65392fb-be1e-45d0-a111-312556d5d97a","Blue 2","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"d65392fb-be1e-45d0-a111-312556d5d97a","Blue 3","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","85"
"d65392fb-be1e-45d0-a111-312556d5d97a","Blue 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","33"
"d65392fb-be1e-45d0-a111-312556d5d97a","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","n/a"
"d65392fb-be1e-45d0-a111-312556d5d97a","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","n/a"
"d65392fb-be1e-45d0-a111-312556d5d97a","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","n/a
"
"dc2548bb-f558-450c-b7bb-7040970605c3","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[""Study Tasks""]"
"dc2548bb-f558-450c-b7bb-7040970605c3","Blue 4","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"dc2548bb-f558-450c-b7bb-7040970605c3","Red 4","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"dc2548bb-f558-450c-b7bb-7040970605c3","Red 2","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"dc2548bb-f558-450c-b7bb-7040970605c3","Red 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","70"
"dc2548bb-f558-450c-b7bb-7040970605c3","Blue 2","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"dc2548bb-f558-450c-b7bb-7040970605c3","Red 3","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"dc2548bb-f558-450c-b7bb-7040970605c3","Blue 1","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"dc2548bb-f558-450c-b7bb-7040970605c3","Green 3","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","70"
"dc2548bb-f558-450c-b7bb-7040970605c3","Blue 3","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"dc2548bb-f558-450c-b7bb-7040970605c3","Green 1","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"dc2548bb-f558-450c-b7bb-7040970605c3","Green 2","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"dc2548bb-f558-450c-b7bb-7040970605c3","Green 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"dc2548bb-f558-450c-b7bb-7040970605c3","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","The tool was very good"
"dc2548bb-f558-450c-b7bb-7040970605c3","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no problems rendering"
"dc2548bb-f558-450c-b7bb-7040970605c3","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","I would have liked to know what 100% and 0% are, it would have made understanding the study a lot easier"
"df07db19-d94f-46a8-bc82-35a75ca05c74","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"f4977ee3-131a-4378-ad67-0b99ea4ceecf","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
